,communityName,id,lat,lng
0,麒麟湿地·万科小镇,1,39.09110259843554,117.2080927529767
1,富力桃园天富园,2,39.09110259843554,117.2080927529767
2,东方里,3,39.09110259843554,117.2080927529767
3,裕泰家园,4,39.09110259843554,117.2080927529767
4,宝鑫景苑,5,39.09110259843554,117.2080927529767
5,中昂安纳西小镇,6,39.09110259843554,117.2080927529767
6,银河公寓,7,39.09110259843554,117.2080927529767
7,嘉德园,8,39.09110259843554,117.2080927529767
8,泰合府,9,39.09110259843554,117.2080927529767
9,乐园公寓二期,10,39.09110259843554,117.2080927529767
10,华润橡树湾仰润轩,11,39.09110259843554,117.2080927529767
11,富裕家园,12,39.09110259843554,117.2080927529767
12,博智御园,13,39.09110259843554,117.2080927529767
13,宏泰公寓,14,39.09110259843554,117.2080927529767
14,大运河府,15,39.09110259843554,117.2080927529767
15,华纳豪园3期,16,39.09110259843554,117.2080927529767
16,凯旋家园,17,39.09110259843554,117.2080927529767
17,旭水蓝轩,18,39.09110259843554,117.2080927529767
18,远洋琨庭春华园,19,39.09110259843554,117.2080927529767
19,泰达金色领地,20,39.09110259843554,117.2080927529767
20,铭邸世家花园,21,39.09110259843554,117.2080927529767
21,大通时尚花园,22,39.09110259843554,117.2080927529767
22,尚都家园,23,39.09110259843554,117.2080927529767
23,旭日里,24,39.09110259843554,117.2080927529767
24,晓镇家园,25,39.09110259843554,117.2080927529767
25,北斗花园,26,39.09110259843554,117.2080927529767
26,蓝山花园西区,27,39.09110259843554,117.2080927529767
27,中加生态示范区班芙小镇,28,39.09110259843554,117.2080927529767
28,苏州里,29,39.09110259843554,117.2080927529767
29,汇名园,30,39.09110259843554,117.2080927529767
30,和畅园(滨海新区),31,39.09110259843554,117.2080927529767
31,新湖美丽洲,32,39.09110259843554,117.2080927529767
32,芳馨园,33,39.09110259843554,117.2080927529767
33,恒大翡翠湾,34,39.09110259843554,117.2080927529767
34,怡宁公寓,35,39.09110259843554,117.2080927529767
35,弘景苑,36,39.09110259843554,117.2080927529767
36,美华大厦,37,39.09110259843554,117.2080927529767
37,天津海航城,38,39.09110259843554,117.2080927529767
38,泊湖林奇郡,39,39.09110259843554,117.2080927529767
39,万隆桃香园,40,39.09110259843554,117.2080927529767
40,蓝天花园,41,39.09110259843554,117.2080927529767
41,瑞景花园,42,39.09110259843554,117.2080927529767
42,都旺新城菊芳园,43,39.09110259843554,117.2080927529767
43,汇泉园,44,39.09110259843554,117.2080927529767
44,海尔格林小镇,45,39.09110259843554,117.2080927529767
45,盛泰公寓,46,39.09110259843554,117.2080927529767
46,明珠湾,47,39.09110259843554,117.2080927529767
47,河景园南区,48,39.09110259843554,117.2080927529767
48,台北花园,49,39.09110259843554,117.2080927529767
49,尊品庭苑,50,39.09110259843554,117.2080927529767
50,加孚园,51,39.09110259843554,117.2080927529767
51,佳春里,52,39.09110259843554,117.2080927529767
52,伴景湾家园,53,39.09110259843554,117.2080927529767
53,泰达时代,54,39.09110259843554,117.2080927529767
54,路劲太阳城皓阳园,55,39.09110259843554,117.2080927529767
55,桐景园,56,39.09110259843554,117.2080927529767
56,玉翠园,57,39.09110259843554,117.2080927529767
57,水岸江南天湾园,58,39.09110259843554,117.2080927529767
58,欣荣馨苑,59,39.09110259843554,117.2080927529767
59,天津海航城,60,39.09110259843554,117.2080927529767
60,碧桂园海昌天澜,61,39.09110259843554,117.2080927529767
61,汇泉园,62,39.09110259843554,117.2080927529767
62,惠灵顿河庭花苑,63,39.09110259843554,117.2080927529767
63,浩天天娇源,64,39.09110259843554,117.2080927529767
64,伴景湾家园,65,39.09110259843554,117.2080927529767
65,李桃园,66,39.09110259843554,117.2080927529767
66,中昂安纳西小镇,67,39.09110259843554,117.2080927529767
67,红云新里,68,39.09110259843554,117.2080927529767
68,花语轩,69,39.09110259843554,117.2080927529767
69,彩虹花园,70,39.09110259843554,117.2080927529767
70,复地湖滨广场,71,39.09110259843554,117.2080927529767
71,三和温泉花园天时园,72,39.09110259843554,117.2080927529767
72,保利拾光年,73,39.09110259843554,117.2080927529767
73,季景兰庭［兰景园］,74,39.09110259843554,117.2080927529767
74,磐石坊,75,39.09110259843554,117.2080927529767
75,万通新城国际,76,39.09110259843554,117.2080927529767
76,金香里,77,39.09110259843554,117.2080927529767
77,阳光新干线,78,39.09110259843554,117.2080927529767
78,伴景湾家园,79,39.09110259843554,117.2080927529767
79,翡翠半岛馨园,80,39.09110259843554,117.2080927529767
80,颂景苑,81,39.09110259843554,117.2080927529767
81,财富绿道丹庭,82,39.09110259843554,117.2080927529767
82,阳光南园,83,39.09110259843554,117.2080927529767
83,尚皇公寓,84,39.09110259843554,117.2080927529767
84,松江城武台馨苑,85,39.09110259843554,117.2080927529767
85,亨通花园东区北里,86,39.09110259843554,117.2080927529767
86,景阳里,87,39.09110259843554,117.2080927529767
87,颐滨花园,88,39.09110259843554,117.2080927529767
88,大唐印象唐雅苑,89,39.09110259843554,117.2080927529767
89,融科瀚棠丰合园,90,39.09110259843554,117.2080927529767
90,怡园小区,91,39.09110259843554,117.2080927529767
91,健强新里,92,39.09110259843554,117.2080927529767
92,振河里,93,39.09110259843554,117.2080927529767
93,经纬城市绿洲华清家园,94,39.09110259843554,117.2080927529767
94,京港国际城,95,39.09110259843554,117.2080927529767
95,宜兰里,96,39.09110259843554,117.2080927529767
96,诚基经贸中心,97,39.09110259843554,117.2080927529767
97,金隅悦城品香苑,98,39.09110259843554,117.2080927529767
98,联发第五街,99,39.09110259843554,117.2080927529767
99,中交天郡,100,39.09110259843554,117.2080927529767
100,贝肯山莫缇园,101,39.09110259843554,117.2080927529767
101,商苑公寓,102,39.09110259843554,117.2080927529767
102,泰达时代,103,39.09110259843554,117.2080927529767
103,宝龙南苑,104,39.09110259843554,117.2080927529767
104,风屏公寓,105,39.09110259843554,117.2080927529767
105,三和温泉花园天时园,106,39.09110259843554,117.2080927529767
106,泰丰家园,107,39.09110259843554,117.2080927529767
107,风采南里,108,39.09110259843554,117.2080927529767
108,谊厚公寓,109,39.09110259843554,117.2080927529767
109,融科瀚棠丰合园,110,39.09110259843554,117.2080927529767
110,万通华府B区,111,39.09110259843554,117.2080927529767
111,朗月轩,112,39.09110259843554,117.2080927529767
112,嘉誉新城,113,39.09110259843554,117.2080927529767
113,红波里,114,39.09110259843554,117.2080927529767
114,宝龙南苑,115,39.09110259843554,117.2080927529767
115,保利罗兰公馆,116,39.09110259843554,117.2080927529767
116,贻欣园,117,39.09110259843554,117.2080927529767
117,富力湾天阔园,118,39.09110259843554,117.2080927529767
118,龙第世家花园,119,39.09110259843554,117.2080927529767
119,恒大绿洲馨园,120,39.09110259843554,117.2080927529767
120,兰江新苑,121,39.09110259843554,117.2080927529767
121,天津海航城,122,39.09110259843554,117.2080927529767
122,融创东岸名郡,123,39.09110259843554,117.2080927529767
123,泰达时代,124,39.09110259843554,117.2080927529767
124,灵秀丽苑,125,39.09110259843554,117.2080927529767
125,桃园别墅,126,39.09110259843554,117.2080927529767
126,首创暖山,127,39.09110259843554,117.2080927529767
127,融科瀚棠泰怡园,128,39.09110259843554,117.2080927529767
128,路劲太阳城皓林园,129,39.09110259843554,117.2080927529767
129,力高阳光海岸,130,39.09110259843554,117.2080927529767
130,化肥厂楼,131,39.09110259843554,117.2080927529767
131,凤园南里,132,39.09110259843554,117.2080927529767
132,晓镇家园,133,39.09110259843554,117.2080927529767
133,泰丰家园二期,134,39.09110259843554,117.2080927529767
134,宇萃里,135,39.09110259843554,117.2080927529767
135,北岸尚城,136,39.09110259843554,117.2080927529767
136,爱丽家园东区,137,39.09110259843554,117.2080927529767
137,晓镇家园,138,39.09110259843554,117.2080927529767
138,新天地家园,139,39.09110259843554,117.2080927529767
139,弘丽园,140,39.09110259843554,117.2080927529767
140,禹洲御湖郡,141,39.09110259843554,117.2080927529767
141,福居园,142,39.09110259843554,117.2080927529767
142,万通华府A区,143,39.09110259843554,117.2080927529767
143,天津华侨城,144,39.09110259843554,117.2080927529767
144,和泓四季恋城,145,39.09110259843554,117.2080927529767
145,舒畅嘉园,146,39.09110259843554,117.2080927529767
146,秋瑞家园,147,39.09110259843554,117.2080927529767
147,瑞通里,148,39.09110259843554,117.2080927529767
148,和馨园,149,39.09110259843554,117.2080927529767
149,月荣轩,150,39.09110259843554,117.2080927529767
150,天津海航城,151,39.09110259843554,117.2080927529767
151,亚泰澜公馆,152,39.09110259843554,117.2080927529767
